,Unnamed: 0,id,idm,name,venue,team1,team2
46,46,1216494_CH Morris,1216494,CH Morris,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Royal Challengers Bangalore
47,47,1216494_CV Varun,1216494,CV Varun,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Royal Challengers Bangalore
48,48,1216494_D Padikkal,1216494,D Padikkal,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Royal Challengers Bangalore
49,49,1216494_EJG Morgan,1216494,EJG Morgan,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Royal Challengers Bangalore
50,50,1216494_Gurkeerat Singh,1216494,Gurkeerat Singh,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Royal Challengers Bangalore
51,51,1216494_I Udana,1216494,I Udana,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Royal Challengers Bangalore
52,52,1216494_KD Karthik,1216494,KD Karthik,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Royal Challengers Bangalore
53,53,1216494_Kuldeep Yadav,1216494,Kuldeep Yadav,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Royal Challengers Bangalore
54,54,1216494_L Ferguson,1216494,L Ferguson,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Royal Challengers Bangalore
55,55,1216494_Mohammed Siraj,1216494,Mohammed Siraj,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Royal Challengers Bangalore
56,56,1216494_N Rana,1216494,N Rana,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Royal Challengers Bangalore
57,57,1216494_N Saini,1216494,N Saini,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Royal Challengers Bangalore
58,58,1216494_PJ Cummins,1216494,PJ Cummins,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Royal Challengers Bangalore
59,59,1216494_Prasidh Krishna,1216494,Prasidh Krishna,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Royal Challengers Bangalore
60,60,1216494_RA Tripathi,1216494,RA Tripathi,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Royal Challengers Bangalore
61,61,1216494_Shubman Gill,1216494,Shubman Gill,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Royal Challengers Bangalore
62,62,1216494_T Banton,1216494,T Banton,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Royal Challengers Bangalore
63,63,1216494_V Kohli,1216494,V Kohli,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Royal Challengers Bangalore
64,64,1216494_Washington Sundar,1216494,Washington Sundar,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Royal Challengers Bangalore
65,65,1216494_YS Chahal,1216494,YS Chahal,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Royal Challengers Bangalore
66,66,1216495_DA Warner,1216495,DA Warner,Sharjah Cricket Stadium,Sunrisers Hyderabad,Mumbai Indians
67,67,1216495_DS Kulkarni,1216495,DS Kulkarni,Sharjah Cricket Stadium,Sunrisers Hyderabad,Mumbai Indians
68,68,1216495_HH Pandya,1216495,HH Pandya,Sharjah Cricket Stadium,Sunrisers Hyderabad,Mumbai Indians
69,69,1216495_Ishan Kishan,1216495,Ishan Kishan,Sharjah Cricket Stadium,Sunrisers Hyderabad,Mumbai Indians
70,70,1216495_JL Pattinson,1216495,JL Pattinson,Sharjah Cricket Stadium,Sunrisers Hyderabad,Mumbai Indians
71,71,1216495_JO Holder,1216495,JO Holder,Sharjah Cricket Stadium,Sunrisers Hyderabad,Mumbai Indians
72,72,1216495_KA Pollard,1216495,KA Pollard,Sharjah Cricket Stadium,Sunrisers Hyderabad,Mumbai Indians
73,73,1216495_NM Coulter-Nile,1216495,NM Coulter-Nile,Sharjah Cricket Stadium,Sunrisers Hyderabad,Mumbai Indians
74,74,1216495_Q de Kock,1216495,Q de Kock,Sharjah Cricket Stadium,Sunrisers Hyderabad,Mumbai Indians
75,75,1216495_RD Chahar,1216495,RD Chahar,Sharjah Cricket Stadium,Sunrisers Hyderabad,Mumbai Indians
76,76,1216495_RG Sharma,1216495,RG Sharma,Sharjah Cricket Stadium,Sunrisers Hyderabad,Mumbai Indians
77,77,1216495_Rashid Khan,1216495,Rashid Khan,Sharjah Cricket Stadium,Sunrisers Hyderabad,Mumbai Indians
78,78,1216495_S Nadeem,1216495,S Nadeem,Sharjah Cricket Stadium,Sunrisers Hyderabad,Mumbai Indians
79,79,1216495_SA Yadav,1216495,SA Yadav,Sharjah Cricket Stadium,Sunrisers Hyderabad,Mumbai Indians
80,80,1216495_SS Tiwary,1216495,SS Tiwary,Sharjah Cricket Stadium,Sunrisers Hyderabad,Mumbai Indians
81,81,1216495_Sandeep Sharma,1216495,Sandeep Sharma,Sharjah Cricket Stadium,Sunrisers Hyderabad,Mumbai Indians
82,82,1216495_T Natarajan,1216495,T Natarajan,Sharjah Cricket Stadium,Sunrisers Hyderabad,Mumbai Indians
83,83,1216495_WP Saha,1216495,WP Saha,Sharjah Cricket Stadium,Sunrisers Hyderabad,Mumbai Indians
84,84,1216496_DL Chahar,1216496,DL Chahar,Sharjah Cricket Stadium,Rajasthan Royals,Chennai Super Kings
85,85,1216496_F du Plessis,1216496,F du Plessis,Sharjah Cricket Stadium,Rajasthan Royals,Chennai Super Kings
86,86,1216496_J Archer,1216496,J Archer,Sharjah Cricket Stadium,Rajasthan Royals,Chennai Super Kings
87,87,1216496_JD Unadkat,1216496,JD Unadkat,Sharjah Cricket Stadium,Rajasthan Royals,Chennai Super Kings
88,88,1216496_KM Jadhav,1216496,KM Jadhav,Sharjah Cricket Stadium,Rajasthan Royals,Chennai Super Kings
89,89,1216496_L Ngidi,1216496,L Ngidi,Sharjah Cricket Stadium,Rajasthan Royals,Chennai Super Kings
90,90,1216496_M Vijay,1216496,M Vijay,Sharjah Cricket Stadium,Rajasthan Royals,Chennai Super Kings
91,91,1216496_MS Dhoni,1216496,MS Dhoni,Sharjah Cricket Stadium,Rajasthan Royals,Chennai Super Kings
92,92,1216496_PP Chawla,1216496,PP Chawla,Sharjah Cricket Stadium,Rajasthan Royals,Chennai Super Kings
93,93,1216496_R Parag,1216496,R Parag,Sharjah Cricket Stadium,Rajasthan Royals,Chennai Super Kings
94,94,1216496_R Tewatia,1216496,R Tewatia,Sharjah Cricket Stadium,Rajasthan Royals,Chennai Super Kings
95,95,1216496_RA Jadeja,1216496,RA Jadeja,Sharjah Cricket Stadium,Rajasthan Royals,Chennai Super Kings
96,96,1216496_RV Uthappa,1216496,RV Uthappa,Sharjah Cricket Stadium,Rajasthan Royals,Chennai Super Kings
97,97,1216496_S Curran,1216496,S Curran,Sharjah Cricket Stadium,Rajasthan Royals,Chennai Super Kings
98,98,1216496_S Gopal,1216496,S Gopal,Sharjah Cricket Stadium,Rajasthan Royals,Chennai Super Kings
99,99,1216496_SPD Smith,1216496,SPD Smith,Sharjah Cricket Stadium,Rajasthan Royals,Chennai Super Kings
100,100,1216496_SR Watson,1216496,SR Watson,Sharjah Cricket Stadium,Rajasthan Royals,Chennai Super Kings
101,101,1216496_SV Samson,1216496,SV Samson,Sharjah Cricket Stadium,Rajasthan Royals,Chennai Super Kings
102,102,1216496_T Curran,1216496,T Curran,Sharjah Cricket Stadium,Rajasthan Royals,Chennai Super Kings
103,103,1216496_YBK Jaiswal,1216496,YBK Jaiswal,Sharjah Cricket Stadium,Rajasthan Royals,Chennai Super Kings
104,104,1216497_AM Rahane,1216497,AM Rahane,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Delhi Daredevils
105,105,1216497_Anrich Nortje,1216497,Anrich Nortje,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Delhi Daredevils
106,106,1216497_CV Varun,1216497,CV Varun,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Delhi Daredevils
107,107,1216497_Carey,1216497,Carey,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Delhi Daredevils
108,108,1216497_Deshpande,1216497,Deshpande,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Delhi Daredevils
109,109,1216497_EJG Morgan,1216497,EJG Morgan,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Delhi Daredevils
110,110,1216497_HV Patel,1216497,HV Patel,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Delhi Daredevils
111,111,1216497_K Rabada,1216497,K Rabada,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Delhi Daredevils
112,112,1216497_KD Karthik,1216497,KD Karthik,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Delhi Daredevils
113,113,1216497_KL Nagarkoti,1216497,KL Nagarkoti,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Delhi Daredevils
114,114,1216497_L Ferguson,1216497,L Ferguson,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Delhi Daredevils
115,115,1216497_MP Stoinis,1216497,MP Stoinis,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Delhi Daredevils
116,116,1216497_N Rana,1216497,N Rana,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Delhi Daredevils
117,117,1216497_PJ Cummins,1216497,PJ Cummins,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Delhi Daredevils
118,118,1216497_Prasidh Krishna,1216497,Prasidh Krishna,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Delhi Daredevils
119,119,1216497_R Ashwin,1216497,R Ashwin,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Delhi Daredevils
120,120,1216497_RA Tripathi,1216497,RA Tripathi,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Delhi Daredevils
121,121,1216497_RR Pant,1216497,RR Pant,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Delhi Daredevils
122,122,1216497_S Dhawan,1216497,S Dhawan,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Delhi Daredevils
123,123,1216497_S Hetmyer,1216497,S Hetmyer,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Delhi Daredevils
124,124,1216497_SP Narine,1216497,SP Narine,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Delhi Daredevils
125,125,1216497_SS Iyer,1216497,SS Iyer,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Delhi Daredevils
126,126,1216497_Shubman Gill,1216497,Shubman Gill,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Delhi Daredevils
127,127,1216498_Abdul Samad,1216498,Abdul Samad,Dubai International Cricket Stadium,Kings XI Punjab,Sunrisers Hyderabad
128,128,1216498_Arshdeep Singh,1216498,Arshdeep Singh,Dubai International Cricket Stadium,Kings XI Punjab,Sunrisers Hyderabad
129,129,1216498_CH Gayle,1216498,CH Gayle,Dubai International Cricket Stadium,Kings XI Punjab,Sunrisers Hyderabad
130,130,1216498_CJ Jordan,1216498,CJ Jordan,Dubai International Cricket Stadium,Kings XI Punjab,Sunrisers Hyderabad
131,131,1216498_DA Warner,1216498,DA Warner,Dubai International Cricket Stadium,Kings XI Punjab,Sunrisers Hyderabad
132,132,1216498_DJ Hooda,1216498,DJ Hooda,Dubai International Cricket Stadium,Kings XI Punjab,Sunrisers Hyderabad
133,133,1216498_GJ Maxwell,1216498,GJ Maxwell,Dubai International Cricket Stadium,Kings XI Punjab,Sunrisers Hyderabad
134,134,1216498_J Bairstow,1216498,J Bairstow,Dubai International Cricket Stadium,Kings XI Punjab,Sunrisers Hyderabad
135,135,1216498_JO Holder,1216498,JO Holder,Dubai International Cricket Stadium,Kings XI Punjab,Sunrisers Hyderabad
136,136,1216498_K Ahmed,1216498,K Ahmed,Dubai International Cricket Stadium,Kings XI Punjab,Sunrisers Hyderabad
137,137,1216498_KL Rahul,1216498,KL Rahul,Dubai International Cricket Stadium,Kings XI Punjab,Sunrisers Hyderabad
138,138,1216498_M Ashwin,1216498,M Ashwin,Dubai International Cricket Stadium,Kings XI Punjab,Sunrisers Hyderabad
139,139,1216498_MK Pandey,1216498,MK Pandey,Dubai International Cricket Stadium,Kings XI Punjab,Sunrisers Hyderabad
140,140,1216498_Mandeep Singh,1216498,Mandeep Singh,Dubai International Cricket Stadium,Kings XI Punjab,Sunrisers Hyderabad
141,141,1216498_Mohammed Shami,1216498,Mohammed Shami,Dubai International Cricket Stadium,Kings XI Punjab,Sunrisers Hyderabad
142,142,1216498_N Pooran,1216498,N Pooran,Dubai International Cricket Stadium,Kings XI Punjab,Sunrisers Hyderabad
143,143,1216498_Priyam Garg,1216498,Priyam Garg,Dubai International Cricket Stadium,Kings XI Punjab,Sunrisers Hyderabad
144,144,1216498_Rashid Khan,1216498,Rashid Khan,Dubai International Cricket Stadium,Kings XI Punjab,Sunrisers Hyderabad
145,145,1216498_Ravi Bishnoi,1216498,Ravi Bishnoi,Dubai International Cricket Stadium,Kings XI Punjab,Sunrisers Hyderabad
146,146,1216498_Sandeep Sharma,1216498,Sandeep Sharma,Dubai International Cricket Stadium,Kings XI Punjab,Sunrisers Hyderabad
147,147,1216498_T Natarajan,1216498,T Natarajan,Dubai International Cricket Stadium,Kings XI Punjab,Sunrisers Hyderabad
148,148,1216498_V Shankar,1216498,V Shankar,Dubai International Cricket Stadium,Kings XI Punjab,Sunrisers Hyderabad
149,149,1216499_AB de Villiers,1216499,AB de Villiers,"Sheikh Zayed Stadium, Abu Dhabi",Mumbai Indians,Royal Challengers Bangalore
150,150,1216499_AS Yadav,1216499,AS Yadav,"Sheikh Zayed Stadium, Abu Dhabi",Mumbai Indians,Royal Challengers Bangalore
151,151,1216499_CH Morris,1216499,CH Morris,"Sheikh Zayed Stadium, Abu Dhabi",Mumbai Indians,Royal Challengers Bangalore
152,152,1216499_D Padikkal,1216499,D Padikkal,"Sheikh Zayed Stadium, Abu Dhabi",Mumbai Indians,Royal Challengers Bangalore
153,153,1216499_DW Steyn,1216499,DW Steyn,"Sheikh Zayed Stadium, Abu Dhabi",Mumbai Indians,Royal Challengers Bangalore
154,154,1216499_Gurkeerat Singh,1216499,Gurkeerat Singh,"Sheikh Zayed Stadium, Abu Dhabi",Mumbai Indians,Royal Challengers Bangalore
155,155,1216499_HH Pandya,1216499,HH Pandya,"Sheikh Zayed Stadium, Abu Dhabi",Mumbai Indians,Royal Challengers Bangalore
156,156,1216499_Ishan Kishan,1216499,Ishan Kishan,"Sheikh Zayed Stadium, Abu Dhabi",Mumbai Indians,Royal Challengers Bangalore
157,157,1216499_JJ Bumrah,1216499,JJ Bumrah,"Sheikh Zayed Stadium, Abu Dhabi",Mumbai Indians,Royal Challengers Bangalore
158,158,1216499_JL Pattinson,1216499,JL Pattinson,"Sheikh Zayed Stadium, Abu Dhabi",Mumbai Indians,Royal Challengers Bangalore
159,159,1216499_KA Pollard,1216499,KA Pollard,"Sheikh Zayed Stadium, Abu Dhabi",Mumbai Indians,Royal Challengers Bangalore
160,160,1216499_KH Pandya,1216499,KH Pandya,"Sheikh Zayed Stadium, Abu Dhabi",Mumbai Indians,Royal Challengers Bangalore
161,161,1216499_Mohammed Siraj,1216499,Mohammed Siraj,"Sheikh Zayed Stadium, Abu Dhabi",Mumbai Indians,Royal Challengers Bangalore
162,162,1216499_Philippe,1216499,Philippe,"Sheikh Zayed Stadium, Abu Dhabi",Mumbai Indians,Royal Challengers Bangalore
163,163,1216499_Q de Kock,1216499,Q de Kock,"Sheikh Zayed Stadium, Abu Dhabi",Mumbai Indians,Royal Challengers Bangalore
164,164,1216499_RD Chahar,1216499,RD Chahar,"Sheikh Zayed Stadium, Abu Dhabi",Mumbai Indians,Royal Challengers Bangalore
165,165,1216499_S Dube,1216499,S Dube,"Sheikh Zayed Stadium, Abu Dhabi",Mumbai Indians,Royal Challengers Bangalore
166,166,1216499_SS Tiwary,1216499,SS Tiwary,"Sheikh Zayed Stadium, Abu Dhabi",Mumbai Indians,Royal Challengers Bangalore
167,167,1216499_TA Boult,1216499,TA Boult,"Sheikh Zayed Stadium, Abu Dhabi",Mumbai Indians,Royal Challengers Bangalore
168,168,1216499_V Kohli,1216499,V Kohli,"Sheikh Zayed Stadium, Abu Dhabi",Mumbai Indians,Royal Challengers Bangalore
169,169,1216499_Washington Sundar,1216499,Washington Sundar,"Sheikh Zayed Stadium, Abu Dhabi",Mumbai Indians,Royal Challengers Bangalore
170,170,1216499_YS Chahal,1216499,YS Chahal,"Sheikh Zayed Stadium, Abu Dhabi",Mumbai Indians,Royal Challengers Bangalore
171,171,1216500_AJ Tye,1216500,AJ Tye,Sharjah Cricket Stadium,Rajasthan Royals,Delhi Daredevils
172,172,1216500_AR Patel,1216500,AR Patel,Sharjah Cricket Stadium,Rajasthan Royals,Delhi Daredevils
173,173,1216500_Anrich Nortje,1216500,Anrich Nortje,Sharjah Cricket Stadium,Rajasthan Royals,Delhi Daredevils
174,174,1216500_HV Patel,1216500,HV Patel,Sharjah Cricket Stadium,Rajasthan Royals,Delhi Daredevils
175,175,1216500_J Archer,1216500,J Archer,Sharjah Cricket Stadium,Rajasthan Royals,Delhi Daredevils
176,176,1216500_JC Buttler,1216500,JC Buttler,Sharjah Cricket Stadium,Rajasthan Royals,Delhi Daredevils
177,177,1216500_K Rabada,1216500,K Rabada,Sharjah Cricket Stadium,Rajasthan Royals,Delhi Daredevils
178,178,1216500_Kartik Tyagi,1216500,Kartik Tyagi,Sharjah Cricket Stadium,Rajasthan Royals,Delhi Daredevils
179,179,1216500_M Lomror,1216500,M Lomror,Sharjah Cricket Stadium,Rajasthan Royals,Delhi Daredevils
180,180,1216500_MP Stoinis,1216500,MP Stoinis,Sharjah Cricket Stadium,Rajasthan Royals,Delhi Daredevils
181,181,1216500_P Shaw,1216500,P Shaw,Sharjah Cricket Stadium,Rajasthan Royals,Delhi Daredevils
182,182,1216500_R Ashwin,1216500,R Ashwin,Sharjah Cricket Stadium,Rajasthan Royals,Delhi Daredevils
183,183,1216500_R Tewatia,1216500,R Tewatia,Sharjah Cricket Stadium,Rajasthan Royals,Delhi Daredevils
184,184,1216500_RR Pant,1216500,RR Pant,Sharjah Cricket Stadium,Rajasthan Royals,Delhi Daredevils
185,185,1216500_S Dhawan,1216500,S Dhawan,Sharjah Cricket Stadium,Rajasthan Royals,Delhi Daredevils
186,186,1216500_S Gopal,1216500,S Gopal,Sharjah Cricket Stadium,Rajasthan Royals,Delhi Daredevils
187,187,1216500_S Hetmyer,1216500,S Hetmyer,Sharjah Cricket Stadium,Rajasthan Royals,Delhi Daredevils
188,188,1216500_SPD Smith,1216500,SPD Smith,Sharjah Cricket Stadium,Rajasthan Royals,Delhi Daredevils
189,189,1216500_SS Iyer,1216500,SS Iyer,Sharjah Cricket Stadium,Rajasthan Royals,Delhi Daredevils
190,190,1216500_SV Samson,1216500,SV Samson,Sharjah Cricket Stadium,Rajasthan Royals,Delhi Daredevils
191,191,1216500_VR Aaron,1216500,VR Aaron,Sharjah Cricket Stadium,Rajasthan Royals,Delhi Daredevils
192,192,1216500_YBK Jaiswal,1216500,YBK Jaiswal,Sharjah Cricket Stadium,Rajasthan Royals,Delhi Daredevils
193,193,1216501_AD Russell,1216501,AD Russell,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Chennai Super Kings
194,194,1216501_AT Rayudu,1216501,AT Rayudu,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Chennai Super Kings
195,195,1216501_CV Varun,1216501,CV Varun,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Chennai Super Kings
196,196,1216501_DJ Bravo,1216501,DJ Bravo,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Chennai Super Kings
197,197,1216501_DL Chahar,1216501,DL Chahar,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Chennai Super Kings
198,198,1216501_EJG Morgan,1216501,EJG Morgan,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Chennai Super Kings
199,199,1216501_F du Plessis,1216501,F du Plessis,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Chennai Super Kings
200,200,1216501_KD Karthik,1216501,KD Karthik,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Chennai Super Kings
201,201,1216501_KL Nagarkoti,1216501,KL Nagarkoti,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Chennai Super Kings
202,202,1216501_KM Jadhav,1216501,KM Jadhav,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Chennai Super Kings
203,203,1216501_KV Sharma,1216501,KV Sharma,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Chennai Super Kings
204,204,1216501_MS Dhoni,1216501,MS Dhoni,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Chennai Super Kings
205,205,1216501_N Rana,1216501,N Rana,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Chennai Super Kings
206,206,1216501_PJ Cummins,1216501,PJ Cummins,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Chennai Super Kings
207,207,1216501_RA Jadeja,1216501,RA Jadeja,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Chennai Super Kings
